请问您的性别是？,您所在的城市属于哪个省（直辖市/自治区/特区）？,请问您的出生年代是？,请问您的学历是？,请问您是否有海外留学经历？（以学习为目的，在国外停留超过1个月）,请问未来1-3年内，您是否有留学或继续深造计划？（多选）,您是否考虑线上教学的方式继续深造？,请问您属于以下哪种身份？,请问您所从事的行业是？,请问您在单位的岗位职能是？,关于汽车，请问以下哪个描述符合您的情况？,请问您拥有什么类型的汽车？,请问您购买的车型品牌是？,请问您购买汽车的价格是在什么范围？（如果拥有多辆车，请以价格最高的一辆车为准）,请问您未来1年内是否有购置汽车的计划？,请问您对新能源纯电动汽车的尝试意愿如何？,请问您更愿意尝试以下哪个品牌的新能源纯电动汽车？,请问您和您家人每年旅行消费支出是（排除疫情年度影响）？,请问您常规每年开展几次出境游（排除疫情年度影响，个人+商务旅行）,请问在订购机票时，您一般选择什么舱位？,请问您在选择酒店时，通常预定什么等级的酒店？（最多选择两项）,请问您在选择酒店时，通常每个房间每晚消费多少？,请问您购买过哪些品类的奢侈品？（多选）,请问您购买奢侈品的主要用途是？（多选）,请问您拥有几块机械腕表类的奢侈品?,请问您拥有几件珠宝类的奢侈品?,请问您拥有几件包/鞋/服饰类的奢侈品？,请问您购买奢侈品时的考虑因素有哪些？（多选）,请问您对以下哪些品牌的腕表感兴趣？（多选）,请问您拥有何种品牌的机械腕表？（如有多块儿腕表，请多选）,请问您购买这块机械腕表的花费是多少？（若您有多块机械腕表，则填写最贵的那块机械腕表价格）,请问您未来是否会考虑购买机械腕表，计划在多长时间内购买机械腕表？,请问您计划花多少钱来购买机械腕表？,请问您用过哪些彩妆及肤护品？或者您购买过哪些送人？（多选）,请问您或您的家庭在未来1年内计划购买以下哪些电子产品？（多选）,请问您新购/更换手机的频率是？,请问您在购买手机时，主要考虑因素有哪些？（多选）,请问您的婚姻状况是？,请问您目前的家庭情况是？,请问您的子女处在哪个人生阶段？(如您有2个及以上孩子请多选),请问您是否有宠物？,请问您每个月在宠物身上的平均花费是多少？,请问您过去一年的个人平均月收入范围是？（包括固定工资，奖金，福利，金融产品收益，资产收益等所有收入的总和）,请问过去一年您的家庭平均税前月收入范围是？（如未婚则仅包含个人；包括固定工资，奖金，福利，金融产品收益，资产收益等所有收入的总和）,请问过去一年您消费占比最高的三项是？,在闲暇时，您主要的消遣方式有哪些？（多选）,请问您平均每月网购次数？,请问您平均每月网购总金额范围？,请问您在消费时更看重以下哪点？,请问您经常使用的网购平台是？（多选）,请问您在消费时，是否容易受到他人影响？,设备,作答时长
男,北京,90后（90-94年出生）,大学本科,否,"[""在国内申请研究生""]",否,企业职员,计算机/互联网/电子,战略/企划,没有汽车,,,,暂时无购车计划,非常愿意尝试,蔚来,"10,001-30,000元",1-2次,经济舱,"[""四星级/高档型""]","801-1,500元/晚","[""包""]","[""送人""]",,,1件,"[""折扣/优惠"",""质量"",""品牌""]","[""梵克雅宝VANCLEEF&ARPELS""]","[""劳力士ROLEX""]",,不打算购买,,"[""SK-II""]","[""手机"",""智能设备（智能可穿戴设备、智能机器人、智能家居等）""]",平均1-2年购买1部手机,"[""操作系统"",""性能/配置"",""质量/耐用"",""价格""]",已婚,无子女,,无,,"10,001-30,000元","20,001-50,000元","[""旅游消费"",""娱乐消费"",""餐饮消费""]","[""看展、逛市集"",""逛商场、购物"",""玩游戏"",""电影、连续剧""]",1-5次,"3,000元以下",性价比高,"[""京东"",""淘宝/天猫""]",否,android,308
男,湖北,00后（2000年以后出生）,高中及以下,否,"[""none""]",是,学生,,,没有汽车,,,,暂时无购车计划,比较愿意尝试,蔚来,"10,000元及以下",很少,经济舱,"[""经济型/快捷型连锁""]",不确定,"[""none""]",,,,,,"[""劳力士ROLEX""]",,,不打算购买,,"[""none""]","[""手机"",""智能设备（智能可穿戴设备、智能机器人、智能家居等）"",""电脑整机（笔记本、一体机、平板电脑等）"",""游戏机"",""学习设备""]",平均1-2年购买1部手机,"[""品牌"",""性能/配置"",""外观/造型"",""质量/耐用"",""价格"",""口碑"",""功能""]",未婚,,,无,,,,"[""智能产品消费、电子产品消费"",""学习消费"",""日用品消费""]","[""玩游戏"",""兴趣养成或技能提升类的活动/课程"",""电影、连续剧""]",1-5次,"3,000元以下",性价比高,"[""拼多多"",""淘宝/天猫""]",是,android,218
女,浙江,00后（2000年以后出生）,大学本科,否,"[""none""]",是,学生,,,没有汽车,,,,暂时无购车计划,非常愿意尝试,小鹏,"10,000元及以下",很少,经济舱,"[""三星级/舒适型"",""民宿/公寓""]",800元以下/晚,"[""none""]",,,,,,"[""宝格丽BVLGARI"",""香奈儿CHANEL"",""劳力士ROLEX"",""万宝龙MONTBLANC""]",,,1-2年,1万-3万元,"[""香奈儿CHANEL"",""娇韵诗"",""乔治阿玛尼Giorgio Armani"",""纪梵希Givenchy"",""圣罗兰YSL"",""兰蔻Lancome"",""迪奥Dior"",""欧莱雅""]","[""手机"",""摄影摄像（数码相机、单反相机、摄像机等）"",""智能设备（智能可穿戴设备、智能机器人、智能家居等）""]",平均1-2年购买1部手机,"[""品牌"",""性能/配置"",""外观/造型"",""操作系统"",""质量/耐用"",""价格"",""功能"",""口碑""]",未婚,,,无,,,,"[""兴趣消费"",""娱乐消费"",""餐饮消费""]","[""电影、连续剧"",""读书"",""逛商场、购物"",""玩游戏"",""兴趣养成或技能提升类的活动/课程""]",1-5次,"3,000元以下",质量品质,"[""唯品会"",""淘宝/天猫""]",是,android,696
男,甘肃,90后（90-94年出生）,大学本科,否,"[""none""]",否,政府机关/公务员/事业单位,,,有1辆汽车,"[""普通轿车（两厢、三厢）""]","[""福特""]",20万元以下,,不愿意尝试,,"10,000元及以下",很少,经济舱,"[""经济型/快捷型连锁"",""民宿/公寓""]",800元以下/晚,"[""none""]",,,,,,"[""江诗丹顿VACHERON CONSTANTIN""]",,,不打算购买,,"[""none""]","[""电脑整机（笔记本、一体机、平板电脑等）""]",平均2-3年购买1部手机,"[""性能/配置"",""操作系统""]",已婚,有一个孩子,"[""婴儿（1岁以下）""]",无,,,"20,001-50,000元","[""餐饮消费"",""汽车相关消费（私家车）"",""智能产品消费、电子产品消费""]","[""电影、连续剧"",""玩游戏""]",基本不网购,"3,000元以下",质量品质,"[""京东"",""淘宝/天猫""]",否,android,191
女,浙江,85后（85-89年出生）,硕士/MBA,否,"[""在亚太地区申请研究生""]",是,政府机关/公务员/事业单位,,,没有汽车,,,,会增购或新购（增购即保留现有车辆再购买一辆）,非常愿意尝试,比亚迪,"10,001-30,000元",1-2次,经济舱,"[""四星级/高档型""]",800元以下/晚,"[""包""]","[""自用""]",,,2件,"[""款式/颜色""]","[""百达翡丽PATEK PHILIPPE""]","[""浪琴LONGINES""]",,1年以内,1万-3万元,"[""圣罗兰YSL"",""兰蔻Lancome"",""Bobbi Brown"",""雅诗兰黛Estee Lauder"",""资生堂"",""博柏利Burberry"",""香奈儿CHANEL"",""欧莱雅"",""乔治阿玛尼Giorgio Armani"",""娇韵诗"",""ISPA"",""迪奥Dior"",""娇兰"",""肌肤之钥CPB""]","[""手机"",""智能设备（智能可穿戴设备、智能机器人、智能家居等）"",""电脑整机（笔记本、一体机、平板电脑等）"",""学习设备""]",平均1-2年购买1部手机,"[""品牌"",""性能/配置""]",未婚,,,无,,,,"[""餐饮消费"",""学习消费"",""服饰消费""]","[""兴趣养成或技能提升类的活动/课程"",""郊游/周边游"",""读书"",""逛商场、购物"",""话剧、戏剧、脱口秀等"",""电影、连续剧"",""朋友聚会、咖啡吧、酒吧、live house等"",""看展、逛市集""]",10次以上,"3,000元以下",性价比高,"[""唯品会"",""淘宝/天猫""]",否,iOS,297
男,安徽,00后（2000年以后出生）,高中及以下,否,"[""none""]",否,学生,,,有1辆汽车,"[""SUV（比如途观、奔驰GLK等）""]","[""奔驰""]",50-100万元,,非常愿意尝试,比亚迪,"10,001-30,000元",很少,经济舱,"[""三星级/舒适型"",""民宿/公寓""]",800元以下/晚,"[""鞋"",""服饰"",""机械腕表""]","[""自用""]",2块,,3-4件,"[""实用"",""质量"",""价格"",""款式/颜色"",""品牌""]","[""浪琴LONGINES"",""劳力士ROLEX"",""天梭TISSOT""]","[""劳力士ROLEX"",""天梭TISSOT""]",1-3万元,2-3年,1万-3万元,"[""香奈儿CHANEL"",""圣罗兰YSL"",""迪奥Dior"",""雅诗兰黛Estee Lauder"",""兰蔻Lancome""]","[""手机"",""电脑整机（笔记本、一体机、平板电脑等）""]",平均1-2年购买1部手机,"[""品牌"",""性能/配置"",""外观/造型"",""价格""]",未婚,,,无,,,,"[""服饰消费"",""学习消费"",""兴趣消费""]","[""读书"",""朋友聚会、咖啡吧、酒吧、live house等"",""电影、连续剧""]",1-5次,"3,000元以下",质量品质,"[""得物"",""京东"",""拼多多""]",否,android,425
男,陕西,70后（70-79年出生）,大学本科,否,"[""在国内接受职业技能培训或考取职业资格证""]",是,企业职员,能源/原材料行业,设计,没有汽车,,,,暂时无购车计划,不愿意尝试,,"30,001-50,000元",很少,经济舱,"[""经济型/快捷型连锁""]",800元以下/晚,"[""none""]",,,,,,"[""欧米茄OMEGA"",""浪琴LONGINES""]",,,不打算购买,,"[""欧莱雅""]","[""电脑整机（笔记本、一体机、平板电脑等）"",""手机""]",平均2-3年购买1部手机,"[""品牌"",""操作系统"",""外观/造型"",""价格""]",已婚,有两个及以上孩子,"[""小学""]",无,,"10,001-30,000元","20,001-50,000元","[""餐饮消费"",""娱乐消费"",""旅游消费""]","[""读书"",""电影、连续剧"",""郊游/周边游""]",10次以上,"3,000～5,000元",质量品质,"[""淘宝/天猫"",""唯品会"",""京东"",""苏宁易购""]",否,android,339
男,天津,85后（85-89年出生）,大学本科,是,"[""在亚太地区申请研究生""]",是,企业中层管理人员,咨询/审计/市场研究,市场/营销,有1辆汽车,"[""普通轿车（两厢、三厢）""]","[""其他国产品牌""]",20万元以下,,比较愿意尝试,比亚迪,"50,001-80,000元",3-5次,经济舱,"[""三星级/舒适型""]","1,501-3,000元/晚","[""机械腕表""]","[""自用""]",2块,,,"[""价格""]","[""天梭TISSOT"",""卡地亚CARTIER""]","[""天梭TISSOT""]",1-3万元,1-2年,1万-3万元,"[""none""]","[""智能设备（智能可穿戴设备、智能机器人、智能家居等）""]",平均1-2年购买1部手机,"[""操作系统"",""外观/造型"",""价格""]",未婚,,,无,,"50,001-80,000元",,"[""汽车相关消费（私家车）"",""日用品消费"",""智能产品消费、电子产品消费""]","[""电影、连续剧"",""兴趣养成或技能提升类的活动/课程""]",6-10次,"5,000～10,000元",性价比高,"[""拼多多"",""京东""]",是,android,356
男,浙江,95后（95-99年出生）,高中及以下,否,"[""在国内接受职业技能培训或考取职业资格证""]",是,企业职员,机械/制造/机电,技术/研发,没有汽车,,,,会增购或新购（增购即保留现有车辆再购买一辆）,比较愿意尝试,蔚来,"10,000元及以下",很少,经济舱,"[""三星级/舒适型""]",800元以下/晚,"[""none""]",,,,,,"[""浪琴LONGINES""]",,,不确定,,"[""none""]","[""学习设备""]",平均1-2年购买1部手机,"[""品牌"",""性能/配置"",""质量/耐用""]",未婚,,,无,,"10,000元以下",,"[""智能产品消费、电子产品消费"",""学习消费"",""日用品消费""]","[""玩游戏"",""电影、连续剧""]",1-5次,"3,000元以下",性价比高,"[""京东"",""淘宝/天猫""]",否,android,298
女,江苏,00后（2000年以后出生）,大学专科,否,"[""在国内申请研究生"",""在国内接受职业技能培训或考取职业资格证""]",是,学生,,,没有汽车,,,,暂时无购车计划,非常愿意尝试,沃尔沃,"10,000元及以下",很少,经济舱,"[""经济型/快捷型连锁""]",800元以下/晚,"[""none""]",,,,,,"[""劳力士ROLEX"",""宝格丽BVLGARI"",""欧米茄OMEGA""]",,,不确定,,"[""雅诗兰黛Estee Lauder"",""欧莱雅""]","[""手机""]",平均3年以上购买1部手机,"[""性能/配置"",""品牌"",""外观/造型"",""操作系统"",""质量/耐用"",""价格"",""功能"",""口碑"",""售后服务""]",未婚,,,无,,,,"[""餐饮消费"",""服饰消费"",""兴趣消费""]","[""逛商场、购物"",""玩游戏"",""健身、各类运动"",""读书"",""兴趣养成或技能提升类的活动/课程""]",1-5次,"3,000元以下",性价比高,"[""拼多多"",""淘宝/天猫"",""京东"",""苏宁易购""]",否,android,216
男,四川,70后（70-79年出生）,大学本科,否,"[""none""]",否,政府机关/公务员/事业单位,,,有1辆汽车,"[""普通轿车（两厢、三厢）""]","[""大众""]",20-50万元,,不愿意尝试,,"10,000元及以下",很少,经济舱,"[""经济型/快捷型连锁""]",不确定,"[""none""]",,,,,,"[""天梭TISSOT"",""帝舵TUDOR""]",,,不确定,,"[""欧莱雅""]","[""手机"",""电脑整机（笔记本、一体机、平板电脑等）""]",平均2-3年购买1部手机,"[""性能/配置"",""售后服务""]",已婚,有一个孩子,"[""高中""]",无,,,none,"[""学习消费"",""兴趣消费"",""汽车相关消费（私家车）""]","[""郊游/周边游"",""读书""]",1-5次,"3,000元以下",质量品质,"[""京东"",""唯品会""]",否,android,356
男,湖北,70后（70-79年出生）,大学专科,否,"[""none""]",是,创始人/私营业主,咨询/审计/市场研究,,有1辆汽车,"[""SUV（比如途观、奔驰GLK等）""]","[""其他国产品牌""]",20万元以下,,非常愿意尝试,理想ONE,"10,001-30,000元",1-2次,商务舱,"[""四星级/高档型"",""五星级/豪华型""]",800元以下/晚,"[""none""]",,,,,,"[""卡地亚CARTIER""]",,,2-3年,3万-5万元,"[""none""]","[""电脑整机（笔记本、一体机、平板电脑等）"",""学习设备""]",平均3年以上购买1部手机,"[""性能/配置"",""外观/造型"",""功能"",""售后服务"",""质量/耐用""]",已婚,有一个孩子,"[""高中""]",无,,"10,001-30,000元","20,001-50,000元","[""学习消费"",""餐饮消费"",""育儿消费""]","[""读书"",""玩游戏""]",1-5次,"3,000元以下",质量品质,"[""京东""]",否,android,475
男,湖北,70后（70-79年出生）,大学专科,否,"[""none""]",是,自由职业者,房地产/建筑业,,有1辆汽车,"[""SUV（比如途观、奔驰GLK等）""]","[""大众""]",20万元以下,,比较愿意尝试,蔚来,"10,000元及以下",很少,经济舱,"[""三星级/舒适型""]",800元以下/晚,"[""机械腕表""]","[""自用""]",1块,,,"[""实用""]","[""江诗丹顿VACHERON CONSTANTIN""]","[""江诗丹顿VACHERON CONSTANTIN""]",3万-5万元,不确定,,"[""雅诗兰黛Estee Lauder""]","[""手机"",""智能设备（智能可穿戴设备、智能机器人、智能家居等）""]",平均1-2年购买1部手机,"[""性能/配置"",""口碑""]",已婚,有一个孩子,"[""none""]",无,,"10,000元以下",none,"[""学习消费"",""餐饮消费"",""旅游消费""]","[""读书"",""郊游/周边游""]",10次以上,"3,000元以下",实用性强,"[""京东"",""寺库 "",""考拉海购""]",否,android,402
女,北京,95后（95-99年出生）,大学本科,否,"[""在国内申请研究生""]",是,学生,,,没有汽车,,,,会增购或新购（增购即保留现有车辆再购买一辆）,比较愿意尝试,蔚来,"10,001-30,000元",3-5次,经济舱,"[""四星级/高档型"",""三星级/舒适型""]",800元以下/晚,"[""机械腕表"",""鞋""]","[""送人""]",1块,,2件,"[""质量"",""保值/收藏价值"",""款式/颜色""]","[""卡地亚CARTIER"",""积家JAEGER-LECOULTRE"",""浪琴LONGINES"",""伯爵PIAGET"",""宝格丽BVLGARI""]","[""欧米茄OMEGA""]",1-3万元,2-3年,3万-5万元,"[""欧莱雅"",""Bobbi Brown"",""圣罗兰YSL"",""兰蔻Lancome"",""植村秀"",""资生堂"",""雅诗兰黛Estee Lauder"",""ISPA""]","[""摄影摄像（数码相机、单反相机、摄像机等）"",""电脑整机（笔记本、一体机、平板电脑等）"",""智能设备（智能可穿戴设备、智能机器人、智能家居等）"",""手机"",""游戏机""]",平均1-2年购买1部手机,"[""操作系统"",""性能/配置"",""外观/造型""]",未婚,,,无,,,,"[""学习消费"",""智能产品消费、电子产品消费"",""旅游消费""]","[""读书"",""电影、连续剧"",""郊游/周边游""]",10次以上,"3,000～5,000元",质量品质,"[""淘宝/天猫"",""京东"",""小红书"",""得物""]",否,android,174
男,浙江,85后（85-89年出生）,大学专科,否,"[""none""]",否,企业职员,房地产/建筑业,项目管理,有2辆及以上汽车,"[""普通轿车（两厢、三厢）""]","[""别克""]",20万元以下,,非常愿意尝试,特斯拉,"10,001-30,000元",1-2次,经济舱,"[""三星级/舒适型""]",800元以下/晚,"[""none""]",,,,,,"[""欧米茄OMEGA""]",,,不确定,,"[""none""]","[""智能设备（智能可穿戴设备、智能机器人、智能家居等）""]",平均1-2年购买1部手机,"[""品牌"",""性能/配置"",""外观/造型"",""操作系统"",""质量/耐用"",""价格"",""功能""]",已婚,有一个孩子,"[""幼儿园前（1-3周岁）""]",无,,"10,001-30,000元","20,001-50,000元","[""育儿消费"",""汽车相关消费（私家车）"",""餐饮消费""]","[""朋友聚会、咖啡吧、酒吧、live house等"",""逛商场、购物""]",6-10次,"3,000元以下",理念价值观,"[""淘宝/天猫"",""京东"",""拼多多""]",否,android,308
男,江苏,85后（85-89年出生）,大学本科,否,"[""none""]",否,企业职员,银行/证券/保险/投资机构及互联网金融,市场/营销,有1辆汽车,"[""普通轿车（两厢、三厢）""]","[""大众""]",20-50万元,,非常愿意尝试,蔚来,"10,001-30,000元",1-2次,经济舱,"[""四星级/高档型""]",800元以下/晚,"[""none""]",,,,,,"[""浪琴LONGINES""]",,,1-2年,1万-3万元,"[""none""]","[""手机""]",平均2-3年购买1部手机,"[""性能/配置""]",已婚,有一个孩子,"[""小学""]",无,,"10,001-30,000元","20,001-50,000元","[""餐饮消费"",""兴趣消费"",""服饰消费""]","[""朋友聚会、咖啡吧、酒吧、live house等"",""电影、连续剧""]",1-5次,"3,000元以下",理念价值观,"[""淘宝/天猫"",""苏宁易购"",""京东"",""拼多多""]",是,android,204
女,广东,00后（2000年以后出生）,大学本科,否,"[""在国内接受职业技能培训或考取职业资格证""]",是,学生,,,没有汽车,,,,暂时无购车计划,比较愿意尝试,北汽新能源,"10,000元及以下",很少,经济舱,"[""三星级/舒适型"",""经济型/快捷型连锁""]",800元以下/晚,"[""服饰""]","[""自用""]",,,2件,"[""质量"",""折扣/优惠"",""品牌""]","[""欧米茄OMEGA"",""卡地亚CARTIER"",""劳力士ROLEX""]","[""other"",""无""]",,不打算购买,,"[""欧莱雅""]","[""智能设备（智能可穿戴设备、智能机器人、智能家居等）"",""学习设备""]",平均3年以上购买1部手机,"[""品牌"",""性能/配置"",""价格""]",未婚,,,无,,,,"[""学习消费"",""餐饮消费"",""日用品消费""]","[""健身、各类运动"",""读书"",""兴趣养成或技能提升类的活动/课程"",""逛商场、购物"",""电影、连续剧""]",1-5次,"3,000元以下",质量品质,"[""京东"",""淘宝/天猫"",""拼多多""]",否,android,303
男,江苏,80后（80-84年出生）,大学本科,否,"[""在国内接受职业技能培训或考取职业资格证""]",是,企业中层管理人员,银行/证券/保险/投资机构及互联网金融,销售,有1辆汽车,"[""普通轿车（两厢、三厢）""]","[""日产""]",20万元以下,,非常愿意尝试,特斯拉,"10,001-30,000元",1-2次,经济舱,"[""经济型/快捷型连锁""]","801-1,500元/晚","[""包""]","[""自用""]",,,3-4件,"[""品牌""]","[""劳力士ROLEX""]","[""卡地亚CARTIER""]",,不打算购买,,"[""none""]","[""智能设备（智能可穿戴设备、智能机器人、智能家居等）""]",平均2-3年购买1部手机,"[""品牌""]",已婚,有一个孩子,"[""小学""]",无,,"10,001-30,000元","20,001-50,000元","[""育儿消费"",""旅游消费"",""兴趣消费""]","[""读书"",""兴趣养成或技能提升类的活动/课程"",""郊游/周边游""]",10次以上,"5,000～10,000元",质量品质,"[""拼多多""]",是,android,258
男,浙江,95后（95-99年出生）,大学本科,否,"[""none""]",是,企业职员,机械/制造/机电,采购/安保/综合,有1辆汽车,"[""普通轿车（两厢、三厢）""]","[""大众""]",20万元以下,,比较愿意尝试,特斯拉,"10,000元及以下",6-9次,经济舱,"[""三星级/舒适型"",""经济型/快捷型连锁""]",800元以下/晚,"[""none""]",,,,,,"[""劳力士ROLEX""]",,,不打算购买,,"[""植村秀""]","[""手机"",""智能设备（智能可穿戴设备、智能机器人、智能家居等）"",""游戏机""]",平均2-3年购买1部手机,"[""品牌"",""外观/造型"",""性能/配置"",""操作系统"",""质量/耐用"",""功能""]",未婚,,,无,,"10,000元以下",,"[""兴趣消费"",""服饰消费"",""娱乐消费""]","[""朋友聚会、咖啡吧、酒吧、live house等"",""健身、各类运动"",""读书""]",1-5次,"3,000元以下",理念价值观,"[""京东"",""淘宝/天猫""]",否,android,348
男,云南,95后（95-99年出生）,大学本科,否,"[""none""]",是,企业职员,房地产/建筑业,工程师,有1辆汽车,"[""SUV（比如途观、奔驰GLK等）""]","[""奥迪""]",20-50万元,,不愿意尝试,,"50,001-80,000元",1-2次,经济舱,"[""五星级/豪华型""]","801-1,500元/晚","[""机械腕表"",""服饰"",""鞋""]","[""自用""]",1块,,2件,"[""款式/颜色""]","[""浪琴LONGINES"",""积家JAEGER-LECOULTRE"",""江诗丹顿VACHERON CONSTANTIN"",""百达翡丽PATEK PHILIPPE"",""万国IWC""]","[""浪琴LONGINES""]",1-3万元,3年以上,3万-5万元,"[""香奈儿CHANEL"",""雅诗兰黛Estee Lauder"",""SK-II"",""资生堂"",""欧莱雅""]","[""智能设备（智能可穿戴设备、智能机器人、智能家居等）"",""电脑整机（笔记本、一体机、平板电脑等）"",""手机""]",平均2-3年购买1部手机,"[""性能/配置"",""质量/耐用"",""操作系统"",""功能"",""口碑"",""价格"",""售后服务""]",未婚,,,无,,"80,001-100,000元",,"[""餐饮消费"",""娱乐消费"",""兴趣消费""]","[""电影、连续剧"",""话剧、戏剧、脱口秀等"",""朋友聚会、咖啡吧、酒吧、live house等"",""玩游戏"",""郊游/周边游"",""健身、各类运动""]",1-5次,"3,000元以下",性价比高,"[""得物"",""拼多多"",""淘宝/天猫"",""苏宁易购""]",是,android,461
